Username,Stars,Review Text,Review Date,Review Usefulness,Sentiment Label,Sentiment Score
Michelle S.,5.0 out of 5 stars,"My daughter loves it and I got it during an Alexa product deal for $10. HOWEVER, this is 100% just a light (which I knew) but it is expensive for my taste considering how little it does and I likely wouldn't have purchased at full price.","Reviewed in the United States on March 26, 2021",No Data,NEGATIVE,0.9825873970985413
Daimhin,4.0 out of 5 stars,Extremely sensitive to touch - even when you don’t think you are touching the proper places to change the color. Wish there were more options to select your own arrangement of color change. Could be brighter.  The price is not worth what it is.,"Reviewed in the United States on March 31, 2021",No Data,NEGATIVE,0.993058443069458
Mynailescape,5.0 out of 5 stars,"Super easy to use! Connected to Alexa easily, just ask for glow light on, or turn glow light on. I can adjust brightness this way also, or control it entirely in the Alexa app. Has a few settings already ready to go like (campfire which is a red,Orange and yellow glow) Underwater which is more of a blue type etc.. We love it and Kid Approved","Reviewed in the United States on November 11, 2020",No Data,POSITIVE,0.9728842377662659
Beverly B.,5.0 out of 5 stars,"My granddaughter loves it She is doing virtual schooling so she sets timers by Alexa for her light to show rainbow when it's time to log into classes. When we are at my mom's taking care of her, she will set the light to a soft glow while Alexa plays either a lullaby or soft rainfall for her to go to sleep by. It's easy to set up and control with your Alexa. Will probably be gifting more of these.","Reviewed in the United States on September 12, 2020",No Data,POSITIVE,0.9985626339912415
Niki Thomas,5.0 out of 5 stars,I ordered this for my toddlers room and it is PERFECT. I wanted just a night light. AND IT IS PERFECT. I can control it from any device in the house. I can change the colors by just touching it. It is perfect and my kid LOVES it. I recommend.,"Reviewed in the United States on December 14, 2020",No Data,POSITIVE,0.9998646974563599
Timothy Puckett,1.0 out of 5 stars,"We currently have 10 echo devices. Eero mesh wifi... Huge Amazon fans...Cannot keep the glow connected. After getting this for my 5 year old, it will absolutely not stay connected to the network... Sent back the first one, same thing with the second one... device unresponsive. Reset the network, device... all that, over and over and over. Works for a few then unresponsive again. Worst echo device so far....","Reviewed in the United States on March 9, 2020",One person found this helpful,NEGATIVE,0.9998050332069397
Carla Piñón,5.0 out of 5 stars,"I love this little echo glow and so does my little girl! It is bright and so easy to manage the brightness of your light! My little girl loves the different colors and the mode colors!It is fun to have it pair with our echo dot, specially with music... the light changes to the rhythm of the music!","Reviewed in the United States on February 1, 2021",No Data,POSITIVE,0.9998507499694824
Gricelda Millan,5.0 out of 5 stars,"I use this product as a night light for my baby, it works alongside my alexa to soothe baby with music...its easy to control on the app as well...I really really like this product in the way I am using it. Recommend for parents","Reviewed in the United States on February 28, 2021",No Data,POSITIVE,0.9995829463005066
A. Robinson,5.0 out of 5 stars,"Bought for myself to use as a sunrise clock (wake with light).  Then my four and eight year old niece and nephew found it. They love it to bits, well so do I @ 40.  Would make a great nightlight to pair with your child’s echo dot.  They find the colors soothing at night when they stay over.","Reviewed in the United States on June 5, 2020",No Data,POSITIVE,0.9997543692588806
Sarah,1.0 out of 5 stars,"This is just a small globe light. It has some timer feature where your kid is supposed to stay in bed till the light turns green. I laugh at this. Maybe with some obedient child somewhere, but it will not work in this house. But, I never got to try, because it doesn't properly connect with alexa. It says it is connected, but it is not working. Pretty worthless.","Reviewed in the United States on August 11, 2021",No Data,NEGATIVE,0.9996848106384277
Dayton,3.0 out of 5 stars,"When I first plugged it in there were no modes listed in the Alexa app. Apparently, it will quietly update and the modes will start to appear. There should be some notice of this slow update. I am really disappointed in the disco mode. It just flashes and does not seem to sync to the music. Come on Amazon, cheap RGB bulbs from Govee can do this.","Reviewed in the United States on December 26, 2019",No Data,NEGATIVE,0.9995623230934143
Laken H.,3.0 out of 5 stars,"Amazon Echo devices don't call it by the name you set for it, but by the bedroom it is in. You can't tell Amazon Echo what setting to have the nightlight set to like campfire, only by colors like green, blue, red, pink, etc.","Reviewed in the United States on April 6, 2021",No Data,NEGATIVE,0.9933440685272217
Wendy L. Weiner,1.0 out of 5 stars,"This is just a light. To chsnge its color or do anytjing you have to access the app, ypu can do it by voice. It badically turns on snd off with a voice NOTHING ELSE and kids cant dedign anything with it, you can set some things with it from the app but NOT BY VOICE.","Reviewed in the United States on December 3, 2019",One person found this helpful,NEGATIVE,0.9981801509857178
Danielle ,5.0 out of 5 stars,My son loves this. He uses it as a night light in his room at night. He loves all the different color options. It is currently set to sky blue with and underwater feel. The timer is used often to track how long he reads for school. Really great companion to the kid’s Echo Dot.,"Reviewed in the United States on September 12, 2020",No Data,POSITIVE,0.999497652053833
m taylor,3.0 out of 5 stars,"I dont really know what I expected with this, but its pretty much an expensive nightlight and it was difficult to set up, not because I couldn't read the instructions but it wouldn't pair and I had to do the process multiple times. I almost sent it back but my daughter was pumped about it.","Reviewed in the United States on September 26, 2020",No Data,NEGATIVE,0.9837358593940735
DCpl,1.0 out of 5 stars,These are not user friendly. All I wanted to use these for was a nightlight for the kids at night until X time and then to change color at a time in the morning so they knew they could wake up. So far this has eluded me. I’d have an easier time programming them in java directly. So they are now expensive night lights.,"Reviewed in the United States on July 25, 2020",No Data,NEGATIVE,0.9972259402275085
Adrienne,5.0 out of 5 stars,I like this because my kids can control it on their own and pick their own color. You can adjust it to very bright or dim. You can also enable it to change color via touch. It’s a life savor for kids who need a little light in their room at night,"Reviewed in the United States on October 31, 2020",No Data,POSITIVE,0.9989571571350098
ogre,3.0 out of 5 stars,"It is a great lamp,  but it rotates colors when music plays and it stayed on red when the music stopped.  The red light scared my daughter and I had to turnThe light off and plug in her lamp.  (I know that's not Amazon's fault, but I couldn't find a way to turn of color shift while music is playing)","Reviewed in the United States on January 25, 2021",No Data,NEGATIVE,0.996276319026947
David,1.0 out of 5 stars,Very disappointed in the Echo Glow. The product is very limited and does not do nearly what I thought it would. It truly is a night light that can change colors. I would never pay more than $10 for this again (and even then it would only be to have a matching one in another kids room).,"Reviewed in the United States on November 8, 2020",No Data,NEGATIVE,0.9968793392181396
Banana Man,3.0 out of 5 stars,Very basic features. Just a smart RGB light with a minimally thought through tap feature. It works OKAY. My biggest disappointment is the power cable. I wish it was modular so I could replace it if it got damaged.,"Reviewed in the United States on November 20, 2019",One person found this helpful,NEGATIVE,0.9416264295578003
Dion Short,5.0 out of 5 stars,"I get night anxiety and the darkness sends me into a panic. I got this to help combat that and it's so convenient to just ask alexa to change the brightness, turn it on and off, AND i have it set to a routine to turn on or off depending on if the sun is about to go up or down. Great product.","Reviewed in the United States on December 8, 2020",No Data,NEGATIVE,0.9798237085342407
Bor,4.0 out of 5 stars,You must have an echo device to use this.  The colors look nice and work well.  It is helping our middle stay in bed until the light turns on.  Its a tough buy knowing that it will only have a purpose for 1-2 years.  Wish it had a clock face on it,"Reviewed in the United States on September 29, 2020",No Data,NEGATIVE,0.8114388585090637
B. Perkins,1.0 out of 5 stars,Ugh why can't a tap turn it off and on? I don't need all the colors. I just want one color. I want to just tap it on and off. Ugh I also had to put my Alexa right near it. Why do I have to turn the light on and off with my phone?,"Reviewed in the United States on February 18, 2020",One person found this helpful,NEGATIVE,0.9981527924537659
Ashley,1.0 out of 5 stars,"Never could get it to connect. Couldn't return it either. So lose, lose on this purchase.","Reviewed in the United States on April 28, 2021",One person found this helpful,NEGATIVE,0.9994040727615356
Christina C.,2.0 out of 5 stars,I wanted to like this but it is nearly impossible to get Alexa to understand any of my requests for it. Very hard to get it to do any of its features. You have to say exact phrases and be careful what you name it because Alexa doesn’t understand.,"Reviewed in the United States on September 26, 2020",No Data,NEGATIVE,0.999657392501831
taneshia b.,5.0 out of 5 stars,I used this item as a night light for my kids. I like that you can use alexa to turn it on and off or you van do it manually wi5h your hand. I dont like that alexa doesnt understand certain commands like putting the light on disco or campfire.  For those settings you have to use the app to do.,"Reviewed in the United States on July 16, 2020",No Data,NEGATIVE,0.998146653175354
NY309,4.0 out of 5 stars,"It makes a very cool night light, my 5 year old likes it a lot. Convenient that you can turn it on and off from anywhere, also many options for the light. Haven't used it as a timer.... We purchased at a reduced price, at the normal price it wouldn't be worth it to me.","Reviewed in the United States on July 24, 2020",No Data,POSITIVE,0.9964595437049866
Kat,5.0 out of 5 stars,"The echo glow is perfect for kiddos at bedtime. The brightness can be adjusted and you can even set them on a timer.  My kids love that they can tell Alexa what color to set their glows to, and even change the mode so the colors change automatically. I bought one for my kids and they received one as a gift, it’s nice that you can control them separately. These were really a hit with my kids and I think that make a great addition to their space.","Reviewed in the United States on July 25, 2020",No Data,POSITIVE,0.9997809529304504
DRA,5.0 out of 5 stars,Works with Alexa Which is great. It has so many colors and different themes. I can be pretty bright and also be used as a night light by Dimming it. I got this for my son and it’s really a perfect little light.,"Reviewed in the United States on February 16, 2021",No Data,POSITIVE,0.9998564720153809
Aliza Stanley Mattrazzo,2.0 out of 5 stars,"This is pointless. We got it for our son as a “wake up alarm” but we already have a hatch and it literally is pointless. It makes no sound, he could care less about the colors, idk what the point of this was Amazon..","Reviewed in the United States on September 8, 2021",No Data,NEGATIVE,0.9998095631599426
Alison Brown,5.0 out of 5 stars,"I absolutely love this little light! Much like my high school days, I have a hard time getting up in the morning. It's even worse in the winter when you're forced to wake up and it's still dark outside. You can set a timer on this light to turn on in the morning to make it easier to wake up. I know that this light is aimed toward kids, however I absolutely love having it in my own room. I would definitely suggest this light to anyone looking for a bedside lamp. :-)","Reviewed in the United States on January 20, 2020",No Data,POSITIVE,0.9923419952392578
jeckaandlance,5.0 out of 5 stars,"I purchased two of these for my 5 year old twins for Christmas.  We absolutely love them.  You can change the color by your Alexa app, by telling Alexa to do so, or by touching the globe.  There are several different colors and color combination options.  It is just the right brightness.  Also, you can turn it on when you are not at home.  This has come in quite handy when the boys have fallen asleep on way home.  We turn light on from the car and then carry them to their bedroom","Reviewed in the United States on January 18, 2020",No Data,POSITIVE,0.9997527003288269
Anthony,5.0 out of 5 stars,"After reading the reviews, I still decided to get the glow. Now that I have it, I have realized there are some misconceptions about what this device is and is not. It is NOT a kids echo, they make one of those...get that if you need a smart speaker for kids. So what is this then? Think of it as blinkers or flashers for your car.You can add the glow to your existing echo routines. Maybe you have a go to bed routine, you can add this as a nightlight that gradually turns off. I have this set as a wake light in the master bedroom, it goes from off to 100% light over the course of 30 minutes for a relaxing wake alarm. I also added a step in my good morning routine to turn it off. By the way, I read some reviews that stated there is no way to turn it off without using your voice on an echo...that is not the case, there is a button on the back that turns it off. For those with babies, you can add a routine for checking on the baby that turns the glow on at a reduced level to not wake the baby.You can also use this as a visual alarm for the hearing impaired or as a visual cue for you or your kids to do something. If you take care of someone and need to make sure they can reach you in another room if they fall or need help, you can put glows in every room, add them to a group and create a routine that makes the glows light up like a siren if someone says “Alexa, get help”. The Built-in rainbow timer functions are pretty cool, especially for kids.All-in-all, it’s a good every day nightlight and wake alarm. It comes in handy for alerts and timers. It is not an echo, so don’t expect one. If you don’t have an echo, you can still use it as a nightlight or wake alarm on a schedule using the Alexa app to setup the times.","Reviewed in the United States on June 25, 2020",One person found this helpful,NEGATIVE,0.9989087581634521
Lance Sandino,5.0 out of 5 stars,"For everyone complaining READ THE TITLE. This was made for KIDS. While yes it could be a good hue alternative,  it’s currently advertised as for kids for timers, activities, etc. I’m sure amazon will improve and add more features for people to use it for different reasons such as silent alarms, event lights, etc.I just set it up pretty quick for my 6 year old daughter. She loves it and my almost 2 year old loves touching it to change colors!My only con is getting the right commands, sometimes Alexa doesn’t understand for some reason, I’m sure they’re fixing the kinks.Amazon echo user since OG echo day 1.5 stars for now for what it does and cost. Exactly as advertised.","Reviewed in the United States on November 20, 2019",3 people found this helpful,POSITIVE,0.9656291604042053
N. Blair,1.0 out of 5 stars,"Although the ""ok to wake"" clock worked reasonably well for my oldest, my 3yo quickly figured out how to open the back and change the time and programming, rendering it useless as a sleep management tool. So needless to say I was excited at the prospect of the Echo Glow. A simple, programmable light that would be tougher for kids to tamper with. Set up was pretty easy and the first night went fairly well - my son was very excited to pick out his sleep and wake colors and proudly bounded into our room the next morning saying ""I waited until my clock turned blue."" However, this morning, he bounded in at 5:15am with the same proclamation, even though the clock was not due to turn blue until more than an hour later. I sleepily trudged into his room and discovered that yes, his clock was in fact blue. After looking at the Alexa app programming, I still have no idea why. My son was despondent at being told to go back to bed, and trust in the Glow has been shattered.","Reviewed in the United States on December 11, 2019",3 people found this helpful,POSITIVE,0.981153130531311
Veronica.,4.0 out of 5 stars,"So I purchased this device like many others as a pre-order. I was super excited for my five year old to open it. I was disappointed at the size, its the same size as an Echo Dot (1st/2nd gen) a little smaller than 3rd gen echo dot.  *but my fault for not reading the dimensions and it sitting next to an Echo Dot* It's definitely a night light and not a ""lamp"" as they claim. I feel like they should not have classified this as an Echo Device as it is NOT an ECHO and REQUIRES and ECHO. For us that was fine as she has her kids echo dot. But honestly all it is, is a smart light. I wish it were a little brighter being we have the option to dim it and dim by percentage a little more lumen would have done this great, but again this is my misunderstanding of ""LAMP"" versus ""Night Light"". Multiple colors and some colors have interchangeable names like she can say ""teal"" and it will turn the light ""cyan"". The ""tap"" is SUPER sensitive. It's sitting on my desk so I can ""play"" while she's at school and it picks up every time I hit the keyboard. Then other times it's not sensitive enough little one practically has to slap it and to avoid abuse of the light ESPECIALLY BEING THERE IS NO WARRANTY FOR A KIDS PRODUCT she sticks to voice commands. The modes are pretty great she really enjoys ""Disco"" but Alexa has a hard time putting the light in different modes. I have been able to get her to put it in campfire mode by voice though ""Alexa, put light in campfire mode"" but then when i say ""Alexa, put light in rainbow mode"" she responds with ""okay"" but doesn't make that change. So we are still troubleshooting this part. The button on the back is NOT a power button and will disconnect the device.  So to break it down:::PROs:Cute Smart LightVivid and Expansive Color SchemeEasy for kids to controlCan be used with Alexa routinesCONs:NO WARRANTY ON A KIDS DEVICESensitivity to tap is all over the placeDoes not sync with musicIs NOT an Echo device it's JUST a lightShould be advertised as a nightlight not a ""lamp"" (Tiny and just bright *enough*)Will update if I notice more as I play with it. Only got it yesterday :)","Reviewed in the United States on November 21, 2019",4 people found this helpful,NEGATIVE,0.9491516351699829
FaerieFire99,5.0 out of 5 stars,"I bought this on sale for my autistic son's room. It's been an absolute hit.The good: The colors are vibrant. We love the fun different settings, like campfire and underwater. The ease of operation is always a relief. Especially with my phone through my Alexa app. Being able to schedule things we the the light can be helpful too.The bad: Not much bad at all. It would be cool to create my own color rotations, but they have a decent selection.The ugly: This may be more of an Alexa ugly, but I have a very hard time getting Alexa to verbally interact with the light. I do have an accent (southern redneck-ish) but more often than not, I have to use the app instead of my echo.","Reviewed in the United States on April 7, 2021",2 people found this helpful,POSITIVE,0.9991599321365356
Average Joe American,1.0 out of 5 stars,"Junk. Light is small and dim. Nowhere near bright enough to be a wake-up light. Its useless as a color flood too.  No way to mount on wall or above, only tabletop. If you touch the globe to move it, I changes color. If you put the USB on a switch, the light doesn't go on when powered up.Amazon hasn't even posted my review, they called and tried to harass me over my one star rating. VERY UNACCEPTABLE! If I want a helpnor a call, I'll ask for it, Amazon does not need to email and CALL my phone to get me to change my review! Pure harassment.Fact is, Amazon probably paid about $2 each for these to be made and selling for huge profit, but it had no testing - the suckers ehobpay are the testers! NOPE, returning today, and if Amazon calls me to change my review ever again.... Ill cancel my account!!!!!!","Reviewed in the United States on January 6, 2020",4 people found this helpful,NEGATIVE,0.9997921586036682
ItsMrsMcCoy,5.0 out of 5 stars,"First part is detailed, don’t care? Skip to the second section for a quick review.My 3yr old daughter absolutely loves her Echo Glow! She is learning different colors by asking Alexa, listening to some stories while she’s playing in her room, and dancing all her energy out with stations Alexa recommends! She’s also learning vocabulary words for her age level and excited about learning her “ABCD’s” 🤣All around this light has played a small part is seeing my little girl excited about reading, learning colors and her abc’s! She loves her light for a night light, which includes a brightness setting and color settings, you can control from the app (another room) usually while she’s laying down and I’m putting my son to bed. I know the product must be kid proof some how because my crazy 3 year old still hasn’t broke it yet 🤣. In all, highly recommended for the price, as well as it’s night light mode, among other great features, this was a no brainer for our family!","Reviewed in the United States on December 12, 2019",2 people found this helpful,POSITIVE,0.9990949630737305
Josh And Jessica,5.0 out of 5 stars,"This lamp works great with routines to set a OK to wake/get up light for those with small children. Using multiple routines I’ve set it as a night light and disable the tap. I then have the morning routines ramp the green light up to signal it’s ok to get out of bed/wake. During the day the tap feature is enable and kids have fun tapping and changing colors. At bedtime our gentle wind down routine sets to white light and stays on for a set period and then dims down. We’ve always used a “OK to wake clock” and it functions fine but this gives some added features like being able to disable the morning routine if they are sound asleep and you don’t want the light to wake them.This lamp does exactly what it says it does, is well built and stable.","Reviewed in the United States on November 24, 2019",3 people found this helpful,POSITIVE,0.7515294551849365
Katie,5.0 out of 5 stars,"I bought this for fun for my youngest child. She has a dot in her room and we have set up routines on the app to have the Dot and Glow work together. She says “alexa, bedtime” and her Glow lights up to a nice blue at 50% and does an ocean blue light change. Simultaneously, her Dot will start to play thunderstorm sounds. The white light at 100% is bright enough for her to read in bed. Since she has a Dot, she can lower the brightness, change the color, change the light mode, turn it off/on and set light timers by voice. Her morning alarm is set with a routine to turn on the Glow and for her dot to play music. She also has her morning routine setup to play on her dot with various reminders and alarms and her Glow changes color for different tasks.It’s so pretty and calming with the light changing modes and will probably buy one for my room just because it’s so pretty.It would work fine with just the app or tapping it, but I recommend getting a Dot to work with it. It only took a few minutes to look up setting up routines and even my child can set up routines with the app for both devices to get them to function in the way she would like. It’s also fun for her to set the rainbow timer for things like straightening her room or staying on task. It’s a very simple product with a large amount of options as a stand alone and unlimited options with the app and a dot. I would love to see move amazon light items in their upcoming selection.","Reviewed in the United States on September 23, 2020",One person found this helpful,POSITIVE,0.9974668025970459
Derrick K.,4.0 out of 5 stars,"When I saw the Echo Glow I had the idea that an Echo-controlled RGB sphere on my desk might be a great way to relay information at a glance using routines to set the state of the light. My idea was something like: exterior door opens, set brightness 50% + set color red. I can report that (at least with devices linked through SmartThings) the reaction time is far too slow to be useful - often more than 20 seconds. For comparison, a hue bulb linked to SmartThings can change color in response to an event in just a couple seconds. You may have better luck if you're using an echo with a built-in zigbee hub to control your smart devices.That said, the light is soft and pleasant, the colors are bright and vibrant (with the possible exception of the blue), and the 'campfire' mode really does illuminate like a small campfire in a dark room. Overall, if you're buying this for the intended purpose you won't be disappointed.","Reviewed in the United States on November 20, 2019",3 people found this helpful,NEGATIVE,0.9995005130767822
Peachy momma,5.0 out of 5 stars,"This is the perfect night light. I love that you can adjust the brightness, and i love the many functions it has to offer. still learning all of the fun things i can do with this device. we love that ewe have it paired with our Alexa makes functioning with a toddler in the morning go a lot smoother.","Reviewed in the United States on March 1, 2021",No Data,POSITIVE,0.9998175501823425
Valerie,3.0 out of 5 stars,"My son was So excited about this new light and his older brother insisted on belt him out it in his room. To this day, it lacks any and all features but being a basic night light that changes colors upon tapping it. I don’t even know if it dims… The instructions were supposedly never in the box?","Reviewed in the United States on September 14, 2021",No Data,NEGATIVE,0.9713820815086365
Shocker88,5.0 out of 5 stars,"Works great and is cool for nigh light, or disco like for her friends when having sleep overs.  Also for reading in bed at night I mounted it on the wall above her bed.  Alexa controls it well most of the time but the app has more functionality for it and really brings it to life.","Reviewed in the United States on April 20, 2020",No Data,POSITIVE,0.9994282126426697
Christian Sosa,5.0 out of 5 stars,I was surprised at how bright this lamp is. My sons use it in their bedroom and it is light enough to be used as a nightlight but not too bright to keep them up at night. They love watching the colors change.,"Reviewed in the United States on February 21, 2021",No Data,POSITIVE,0.9991564750671387
Cheryl Ann,5.0 out of 5 stars,"Gave this to my granddaughter for her 8th birthday with a Kids Echo Dot.  She LOVES it.  She loves changing colors and that she is able to turn it off and on from her bed simply by talking to her ""Alexa""","Reviewed in the United States on September 13, 2021",No Data,POSITIVE,0.9997380375862122
Heisenberg,2.0 out of 5 stars,"We've been using this 8 months since Christmas, and it is cool when it is connected, otherwise it is a constant app battle trying to get it to connect and get to the right color.  Also, every time it is unplugged/replugged it loses the previously saved color and it goes to a bright white, which is annoying at kids bedtime.  We only used it for a nightlight.","Reviewed in the United States on August 17, 2020",No Data,NEGATIVE,0.9988916516304016
Jboyd1,4.0 out of 5 stars,"We use this in my 4yo room. I have this, the app, and a fire stick. Using with my phone is annoying bc the software is slow. I haven’t figured out setting the cycles yet bc my 4yo turned it off at the manual switch which threw it off. Definitely a learning curve here. I’d also like to be able to tell it to do a 20 minute sunrise and not have to set the cycle. Again, I may not know how and it has that feature. My kid loves it and picking out colors.","Reviewed in the United States on February 16, 2020",No Data,NEGATIVE,0.9877550005912781
Brooklyn,5.0 out of 5 stars,Perfect for kids. Mine love changing the colors. We pretty much always keep it on day and night but it's definitely good for a night light. I've used it as a timer before so that's a great feature also. I like that we can control it through our Echo Dot.,"Reviewed in the United States on July 18, 2020",No Data,POSITIVE,0.9998514652252197
Justin,1.0 out of 5 stars,This is a cool idea but there is very little available for how to use it. There i's no instructions other than a limited how to guide.  When I use voice commands that I think should do something it either says you can't do that or gives an obscure answer from the internet. I think some bugs need to be worked out. I would not recommend purchasing it now.,"Reviewed in the United States on December 25, 2019",One person found this helpful,NEGATIVE,0.9988526105880737
Melissa Wilson,3.0 out of 5 stars,"A timer/alarm with sounds and maybe a digital clock similar to the one on some echo dot models would nice. We just got ours today and it was pretty underwhelming seeing as how it’s just a light. I only paid $10 for it and I feel it’s not really worth much more than that *yet*. You could really make this a great add-on, Amazon, with just a couple simple upgrades.","Reviewed in the United States on April 22, 2021",No Data,NEGATIVE,0.9979559183120728
Melissa Kirchner,5.0 out of 5 stars,"I bought this for $9.99 during a sale, and I'm really pleased with it. It's not enough to light a room by, but it's great as a mood light or a nightlight. I have it set to turn on in the morning, as it is still dark when I get the kids up for school.","Reviewed in the United States on January 19, 2021",No Data,POSITIVE,0.9997139573097229
Michael,5.0 out of 5 stars,It integrates well with Alexa and that was all I could really ask for. It’s nice and bright with dimming options and can serve as way more than just a night light. Works seemless with night time routines and such.,"Reviewed in the United States on April 30, 2021",No Data,POSITIVE,0.9871339201927185
Kyle,5.0 out of 5 stars,Great product! Easy set up and works great. The light is bright and you can change the dimness. Love it!,"Reviewed in the United States on January 10, 2021",One person found this helpful,POSITIVE,0.9998730421066284
K. Smith,1.0 out of 5 stars,I never thought I  would write  a 1 star review  for an Amazon  product. I could not get it to connect to set up. Very frustrated.  All other Amazon  products  have been so easy to connect. I tried everything  to no avail. Updated app checked wifi etc.,"Reviewed in the United States on November 22, 2019",One person found this helpful,NEGATIVE,0.9987667798995972
Emily Vesta,4.0 out of 5 stars,"This is a fun way for me to add light to my toddler's room! He likes changing the color himself, and it is a nice night light when dimmed. My main complaint is that when you turn it off and then turn it back on it always goes to 100% brightness. Hue bulbs go back to whatever it was at last, and this doesn't which is annoying.","Reviewed in the United States on April 24, 2020",No Data,POSITIVE,0.9965779185295105
Brittney McKenzie,5.0 out of 5 stars,This lamp has been great for my girls. They use to use the hallway light which shines right into my room. Now I can get to sleep in peace and the girls and choose what color they want. Plus the Alexa app allows them to change colors easily.,"Reviewed in the United States on October 19, 2020",No Data,POSITIVE,0.9977555871009827
Monkey mama,5.0 out of 5 stars,Ok this glow light is a hidden gem. Most kids sleep wake clocks are over $40. This glow you can set it to turn a certain color for bedtime and a certain color for wake up. You can change the brightness and time it’s on. Love and highly recommend!!!,"Reviewed in the United States on July 19, 2020",No Data,POSITIVE,0.999785840511322
Trevor Sellers,5.0 out of 5 stars,"Probably not worth the price it's listed for, but with a coupon I was able to get it for $5 and that is pretty neat. My daughter is scared of the dark so I thought, worst-case scenario it would be a $5 night light. Which is basically what it's been used as. It's very bright, does what it's supposed to do. Maybe it'll get more things added to it as time goes on.","Reviewed in the United States on July 8, 2020",No Data,NEGATIVE,0.8829239010810852
Nikki M,5.0 out of 5 stars,"This is a great little light! It gets very bright when needed, but also works well as a night light. My daughter loves it an now sleeps in her room... more. Lol.","Reviewed in the United States on September 2, 2020",One person found this helpful,POSITIVE,0.9986751675605774
lmarie,5.0 out of 5 stars,"LOVE THIS LAMP!Amazon, please make more smart lamps!Smart bulbs are OK, but smart lamps with full Alexa control are where it's at!I love all the functions... Especially with two little kids, I love that we can all just ask Alexa to turn on / off the lights, or have Alexa play music, and turn the disco function on for a fun dance party!","Reviewed in the United States on July 24, 2020",No Data,POSITIVE,0.9996187686920166
DMAdam47,5.0 out of 5 stars,Got this for one of my grand daughters (11yrs)for Christmas so quite late in my review.  She had it up and connected with Alexa in no time an loves it and the other wants one for her birthday.,"Reviewed in the United States on January 28, 2021",No Data,POSITIVE,0.7055752277374268
Molly,2.0 out of 5 stars,"Worked beautifully for the first few days and then would randomly switch modes - changing colors and brightness!  Such a shame because we loved this at first, but were using it in our daughter's nursery so couldn't work with the random color and brightness changes. Had no choice but to return it.","Reviewed in the United States on June 29, 2020",One person found this helpful,NEGATIVE,0.9968664050102234
Cassandra,5.0 out of 5 stars,Omg! I love this product. I wish I bought another one when it was cheaper for my living room. Also it works well with me since I work midnights and it brightens up my room when I have to get up,"Reviewed in the United States on May 29, 2021",No Data,POSITIVE,0.9998302459716797
Hrothgan,5.0 out of 5 stars,This is a great nightlight that I got for my son. It was his 5 star rating that I have given.  Easy to set up a routine and my son loves choosing a color.  I am waiting for the new echo kids dot to arrive for further fun.,"Reviewed in the United States on October 22, 2020",No Data,POSITIVE,0.9989874958992004
Rich Jernigan,2.0 out of 5 stars,My daughter needed a night light. I was aware of what I was buying in that it’s just a light however it won’t stay connected to the internet. It keeps saying “device unresponsive”. I’ve added and deleted it many times. I even put it in the same room as the router to see if maybe it just had a weak WiFi signal and it still drops the internet. I wanted to create routines for it but it won’t follow them if it’s unresponsive. If I can’t get it fixed I will be returning it and getting something else.,"Reviewed in the United States on December 3, 2019",One person found this helpful,NEGATIVE,0.9996034502983093
Michael E. Crew,2.0 out of 5 stars,"Unfortunately the return window closed, so out of luck for a return.  Really wanted to like this for our toddler, the the slightest vibration on the bed caused the light to brighten to 100% and change color.  it should only change color when touched.  Not effective for a dimming light due to vibration.  Would not recommend....","Reviewed in the United States on February 13, 2021",No Data,NEGATIVE,0.9964260458946228
Gabrielle,5.0 out of 5 stars,My son is fighter of the dark so I have invested what feels like millions in all kind of night lights. this is not out first smart night light but it is my favorite and my sons as well.,"Reviewed in the United States on April 29, 2020",One person found this helpful,POSITIVE,0.9992169141769409
nikkitmr,5.0 out of 5 stars,The brightness is perfect. We love how we can set everything up for her a good bedtime routine. The sound is great. Alexa can understand her well. Overall I just think the light and kids echo is perfect.,"Reviewed in the United States on December 12, 2020",No Data,POSITIVE,0.9998807907104492
greymile,5.0 out of 5 stars,This is a great little light for my 9 year old. There are a variety of color modes and I like setting routines through the alexa app. My son can wake up to his light turning on before his alarm. It is voice activated through the echo dot and easy to set up. Since this is his light my review is based on his experience with it. He loves it and it gives him freedom to set the color and brightness on his own.,"Reviewed in the United States on December 13, 2019",No Data,POSITIVE,0.999401330947876
TaffToff,2.0 out of 5 stars,originally integrated with kids alexa well...after a month it stopped working with Alexa all together and will not re-sync with the alexa app. So its really just a lamp/paperweight. Aside from that the colors are nice and the aesthetic is pleasing.,"Reviewed in the United States on June 24, 2020",No Data,POSITIVE,0.5338181257247925
Cerveau,1.0 out of 5 stars,"Worked fine for six months, no issues. Now it won't connect to anything, updated the Alexa app, turned it off for 20 minutes, tried everything.I'm on the phone with customer support now.I DO NOT RECOMMEND.","Reviewed in the United States on November 25, 2020",No Data,NEGATIVE,0.9977248311042786
Emily,5.0 out of 5 stars,"Seriously, this is pretty cool. I can set a routine on Alexa so it’s seemingly bright when the kiddos go to bed and it slowly gets more and more dim throughout the night.My child is older (and can tell time) but I can imagine parents of young kids setting different colors to indicate red for sleeping, green for permission to get out of bed etc.We loved playing with the disco and campfire modes. I’m sure there are so many more cool things to do. Fun addition to the kids’ room.","Reviewed in the United States on August 27, 2020",No Data,POSITIVE,0.9992875456809998
